City,Ratings,Ideal_duration,City_desc,Image_URL
Coimbatore,4.1,1-2,"["" often term as 'manchest of south india', coimbatore, the second-largest citi in tamil nadu, photograph situat on the bank of river noyyal. coimbatore, also known as kovai, is a welcom area with the backdrop of hustle-bustl and charm of activ and industry. from ancient templ to classi new buildings, from breathtak mountain to jaw-drop waterfalls, from mouth-wat cuisin to pleasant weather all year round, coimbator ha everyth you could possibl need to make for a perfect holiday experience. coimbator is home to a massiv 112 feet tall statu of lord shiva, known as the adiyogi shiva statue. featur in the guin book of world records, thi architectur masterpiec is a veri popular tourist spot in coimbator and stand as a symbol of self-transform and inner peace. "", '', ' camp and trek are veri popular thing to do in coimbatore, so if you’r look for a thrill, don’t forget to check out the most excit trek trail that the citi ha to offer, such as the dhoni hills, the vellari mala, the perum peak, and the thalaiyar fall trek. the offici name of coimbator ha been chang to koyampuththoor. it wa done to chang the name of the citi closer it origin name in tamil.']",https://images.unsplash.com/photo-1544368137-6ea075c01df6?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w3MDY2MjB8MHwxfHNlYXJjaHwxfHxDb2ltYmF0b3JlJTIwdG91cmlzbXxlbnwwfHx8fDE3Mzg5NTE2ODR8MA&ixlib=rb-4.0.3&q=80&w=1080
Lucknow,4.2,1-2,"[' the capit and the largest citi of uttar pradesh, lucknow, situat on the bank of river gomti, welcom you with a heartwarm note of ""muskuraiyein, kyunki aap lucknow mein hai"". a citi of kebab and nawabs, of architectur and history, of literatur and cultur – that is lucknow in a nutshel for you. from a slice of rich coloni histori to modern museums, thi artist hub of awadh region beauti bring togeth the opul of a glitter past and the simplic of a modern city.', '', "" rumi darwaza, the mughal gateway built in the centr of the capit divid lucknow into 'old lucknow' which is ancient, and more crowded, and the 'new lucknow' which is urban and one of the most plan citi of asia. most of old lucknow is well-known for it bustl vibrant streets, authentic, mouth-wat kebab and biriyani outlets, lakhnavi chikan market, and the wholesal jewelleri stores.new lucknow, on the other hand, host peopl of vari cultur and is structur plan with wide roads, shop mall and park built to serv divers entertain purposes. the most famou among these park are the ambedkar park and the gomti riverfront park, both ideal place for visit and stroll around with friend and famili in the evening. hazratganj, a major shop area locat in the heart of lucknow, is famou for it 'chaat' and 'kulfi' eateries, posh mughlai restaurants, and variou shop complexes. all the build in hazratganj have a distinct victorian architecture, and you can shop for liter anyth – start from inexpens accessori and trinket to high-end clothes, shoe and jewellery. the peopl of lucknow are known for their courtli manner and endear 'pehl aap' (you first) culture, which alway leav behind a smile on the face of it visitors. ""]",https://images.unsplash.com/photo-1609947698061-a5fcbded26f3?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w3MDY2MjB8MHwxfHNlYXJjaHwxfHxMdWNrbm93JTIwdG91cmlzbXxlbnwwfHx8fDE3Mzg5NTE2ODZ8MA&ixlib=rb-4.0.3&q=80&w=1080
Digha,4.1,1-2,"[' beach town situat on the shore of bay of bengal, digha is a popular tourist destin known for it untouch beach and scenic views, especi among peopl in west bengal.', '', "" digha is a one-stop destin for famili look forward to spend a pleasur weekend. one of the best featur of thi hamlet is it vari and divers tourist attract spots. known for it magnific beaches, religi templ and high-tech research center and museums, thi most popular sea resort of west bengal ha a lot to offer for peopl of all age groups. digha' sceneri can also offer you the pleasur experienc in wit area that have minim human impact and are rel untouched.""]",https://images.unsplash.com/photo-1609137144813-7d9921338f24?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w3MDY2MjB8MHwxfHNlYXJjaHwxfHxEaWdoYSUyMHRvdXJpc218ZW58MHx8fHwxNzM4OTUxNjg3fDA&ixlib=rb-4.0.3&q=80&w=1080
Dharamshala,4.1,2-4,"["" dharamshala or dharamsala citi is locat in kangra district at 18 km from kangra citi in himach pradesh. the state' winter capital, dharamshala, is separ as upper and lower divis with differ altitudes. the lower divis is the dharamsala town itself, wherea the upper divis is locat 3 km away and is popularli known as mcleodganj. dharamsala is promin visit for the bu connect and the bustl market."", '', ' dharamsala is the home to dalai lama, the buddhist leader who run hi govern in exil from dharamsala. now, what better place on earth than thi littl town set on the foothil of dhauladhar rang to experi the rich and regal tibetan culture. in 1959, dalai lama came to india with hi follow and settled, rather beautifi the town of dharamsala, transform it into the littl lhasa. dharamsala, for mani years, ha been a centr of medit and peace.']",https://images.unsplash.com/photo-1691331402072-b0625ccc320f?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w3MDY2MjB8MHwxfHNlYXJjaHwxfHxEaGFyYW1zaGFsYSUyMHRvdXJpc218ZW58MHx8fHwxNzM4OTUxNjg4fDA&ixlib=rb-4.0.3&q=80&w=1080
Kovalam,4.2,1-2,"[' famou for it esort and ayurved massag centre, kovalam is a coastal town locat around 13 km from thiruvananthapuram in kerala. the largest beach in kovalam is the lighthous beach that featur a 30-metr tall lighthouse. the other two adjac beach are samudra beach and hawa beach. all these three beach are crescent-shap shallow water and low tidal beaches.', '', ' earlier a fish village, kovalam start attract tourist in the 1930 and shot to fame in the hippi era of 1970s. it still see the influx of tourist from israel and europe. ayurved treatment and massag are one of it most popular indulg along with yoga, medit as well as other cultur activities. kovalam perhap come full circl as it is also a shop destin given the rich spices, wooden statu and handicraft that can make popular takeaways.']",https://images.unsplash.com/photo-1688714839198-22e9c6c7eede?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w3MDY2MjB8MHwxfHNlYXJjaHwxfHxLb3ZhbGFtJTIwdG91cmlzbXxlbnwwfHx8fDE3Mzg5NTE2OTR8MA&ixlib=rb-4.0.3&q=80&w=1080
Kaziranga National Park,3.8,1-2,"[' home to the largest popul of the one-horn rhino on earth, kaziranga nation park is one of india’ nation treasur in term of flora and fauna. locat in the state of assam in north-eastern india, it total area is share by the district of nagaon, golaghat and karbi anglong place it roughli at the centr of the state. approxim around five hour by road from guwahati, kaziranga nation park stand tall as the epitom of success wildlif conserv in india. in 1985, it wa award the statu of a world heritag site by unesco.', '', "" lie on the floodplain of the mighti river brahmaputra, rich veget cover almost the entireti of kaziranga nation park. receiv massiv amount of rainfal each year, at time even cross danger levels, thi nation park is characteris by tall eleph grass, marshland and tall tropic broadleaf forests. here, a wide varieti of fauna thrive includ the one-horn rhino, asiat elephants, wild water buffalo, leopard and royal bengal tigers. kaziranga nation park is also list offici as a tiger reserv and is home to one of the world’ largest popul of tigers. differ type of bird can also be spot here at the park. a popular migratori locat for bird who fli down from the north, one can spot variou bird such as the black-nest stork, the lesser white-front goose, ferrugin duck and baer' pochard duck to name a few. other notabl bird famili which can be seen here includ the great indian hornbil and wreath hornbil among mani others.safari can be undertaken both dure the day and night dure the open tourist season. eleph ride are also veri popular among tourist and wildlif journalist and enthusiasts. hike is one such activ which is prohibit here to avoid casualties. great care is taken at thi nation park such that tourism and natur sustain go hand in hand.""]",https://images.unsplash.com/photo-1686052903991-fedc0903ad4d?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w3MDY2MjB8MHwxfHNlYXJjaHwxfHxLYXppcmFuZ2ElMjBOYXRpb25hbCUyMFBhcmslMjB0b3VyaXNtfGVufDB8fHx8MTczODk1MTY5Nnww&ixlib=rb-4.0.3&q=80&w=1080
Madikeri,4.4,1-2,"[' gener cover as a part of trip to coorg, madikeri is a hill town in karnataka with vast coffe plantations, lush forest and misti hills, all culmin into a breathtak view. locat in kodagu district around 6 hour from bengaluru, madikeri is a perfect weekend getaway. there is no pollution, no nois to hurt your ear and the cool breez that accompani you throughout make your trip memorable.', '', "" the most famou place of madikeri is raja' seat- a famou viewpoint from where you can grab all the strike beauti of madikeri at one go. madikeri fort and variou water cascad are among the other must-visit of the place. spend a coupl of day in the beauti homestay and airbnb for a rejuven experience. madikeri, apart from be a refresh summer retreat, is also famou for it coffe plantations, which are one of it kind in india. no wonder whi madikeri is also famou as 'karnataka' coffe capital.' renown for it coffe plantations, thi is one of the best place for coffe lovers. to get the real feel you can stay at one of the homestay situat on the coffe estates. you can also take plantat tour and help out in berri pick on the fields.""]",https://images.unsplash.com/photo-1704079347678-49250723fa6f?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w3MDY2MjB8MHwxfHNlYXJjaHwxfHxNYWRpa2VyaSUyMHRvdXJpc218ZW58MHx8fHwxNzM4OTUxNzE2fDA&ixlib=rb-4.0.3&q=80&w=1080
Matheran,4.3,1-2,"[' nestl amidst the sahyadri rang on the western ghats, matheran is a cosi littl hill station that stand at an elev of 2600 feet abov sea level, and is just 100 kilometr away from mumbai, make it the perfect weekend getaway. with it name liter translat to “overhead forest”, matheran is the smallest hill station in india but is extrem popular in term of tourist look for a short trip amid spectacular vista and serenity.', '', ' matheran is one of the veri few place in the world that do not allow ani vehicl at all, so the moment you step into thi littl town, you will be transport back to an idyl old-world era of red-soil roads, automobile-fre pathways, and lush green hill all around. the cold breez and the fresh air devoid of pollut is reason enough for tourist to throng to matheran all year round.a with ani other hill station, matheran is famou for it viewpoints. it ha a total of 36 viewpoint from where you can enjoy allur view of the sahyadri mountain range. most of these point have easi trek trails, and they offer sweep view of the mountains, the sunrise, sunset, and everyth in between. a favourit for trekkers, the actual magic of matheran is experienc while explor the region on foot and get lost in the beauti of the seren town.']",https://images.unsplash.com/photo-1632090916652-8d1b8229c992?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w3MDY2MjB8MHwxfHNlYXJjaHwxfHxNYXRoZXJhbiUyMHRvdXJpc218ZW58MHx8fHwxNzM4OTUxNzIyfDA&ixlib=rb-4.0.3&q=80&w=1080
Ranthambore,4.3,1,"[' thi is one of the best tiger reserv of the country, known to have ""friendly"" tiger and chanc of sight one here is reason better than mani other tiger reserv of india. along with thi ranthambor ha one of the richest flora and fauna make it an absolut must visit area', '', "" nestl in the foothil of vindhya and aravali hills, ranthambor is famou for it tiger reserv and the varieti of flora and fauna found. the ranthambor nation park, along with the ranthambor fort and the surround hill and valleys, altogeth make ranthambor a traveller' delight. the place is a boon for wildlif photograph and is perfect for excurs and sightseeing. safari ride add to the adventur along with hot rajasthani pick for shopaholics. with an area of 392 kilometr square, ranthambor nation park is a natur habitat for a varieti of exot species. it is an absolut delight for birdwatch and an ideal place to watch anim in their natur habitat. the ranthambor fort, built in the 10th century, stand tall over the entir nation park. built by the chauhan dynasty, the fort is a unesco world heritag site. locat insid the fort is the majest templ of lord ganesha, the trinetra ganesh temple. ganesha devote flock the templ throughout the year. the other two templ are dedic to lord shiva and ramlalaji respectively. two jain temples, devot to lord sumatinath and lord sambhavnath are other attract of the fort. the padam lake and the surwal lake are two among mani that are a haven for bird watching. the ideal time to visit these lake is earli morning. locat adjac to the padam lake is the jogi mahal, a red sandston marvel. kachida valley, famou for locat panther and bears, along with raj bagh ruin and the surround decidu forest altogeth score browni point for ranthambore. ""]",https://images.unsplash.com/photo-1609137144813-7d9921338f24?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w3MDY2MjB8MHwxfHNlYXJjaHwxfHxSYW50aGFtYm9yZSUyMHRvdXJpc218ZW58MHx8fHwxNzM4OTUxNzI0fDA&ixlib=rb-4.0.3&q=80&w=1080
Agartala,3.8,1-2,"[' home to the manikya king in the past, agartala is the perfect mix of natur beauti combin with divers and rich culture.', '', ' agartala is not just all flower and valley but also ha a cultur rich with the divers of peopl that stay here along with the histor and religi monuments. the capit of tripura manag to creat it cultur and person out of the come togeth of stori of all those who resid here and give it a hue of their own culture. the most develop citi in the state, it is still a far cri from the metro and henc maintain the best of both worlds.']",https://images.unsplash.com/photo-1609137144813-7d9921338f24?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w3MDY2MjB8MHwxfHNlYXJjaHwxfHxBZ2FydGFsYSUyMHRvdXJpc218ZW58MHx8fHwxNzM4OTUxNzI1fDA&ixlib=rb-4.0.3&q=80&w=1080
Khandala,3.8,1-2,"[' khandala is a popular hill station in maharashtra, perch on the foothil of sahyadri in the western ghats. khandala provid for a perfect weekend respit for the mumbai population, with it scenic valleys, grassi hills, seren lake and misti waterfalls.', '', ' it is one of the twin hill station - lonavala and khandala. the place immort by the popular bollywood song, ""aati kya khandala"", is a must-visit destin for everyon look for beauti nature, pleasant weather and the feel of mist in the air. the natur beauti of khandala bloom to it zenith and reveal a magic charm dure the monsoons. it meander waterfal and glitter lake attribut to the majest look an impos ambience. the mumbai-pun expressway pass through khandala. due to thi easi accessibility, it is a popular hike spot from nearbi cities. the duke\' nose peak and karla hill are the two popular spot for rock climbing. locat near two more popular tourist hotspots, viz. lonavala (3 km away) and karjat (7 km), khandala is one of the perfect hill retreat for both trekker and young couples.']",https://images.unsplash.com/photo-1709193628685-3b90be2d53f2?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w3MDY2MjB8MHwxfHNlYXJjaHwxfHxLaGFuZGFsYSUyMHRvdXJpc218ZW58MHx8fHwxNzM4OTUxNzI2fDA&ixlib=rb-4.0.3&q=80&w=1080
Kalimpong,4.1,2-3,"[' kalimpong is a virgin hill station in west bengal renown for it panoram valley views, buddhist monasteri and church and tibetan handicraft etc.', '', ' 50 minut east ofêdarjeeling, kalimpong is a hill station on the foothil of shivalik rang at an altitud of 1250 m overlook the teesta valley. peopl say that the area wa rule by bhutanes king and wa a forward post of the bhutanes armi till the 19th century. dot with ancient buddhist monasteries, centuri old church and exquisit rever templ kalimpong mark the bhutanes histori till it wa wrest by british rulers. the jang dong palriffo brang (monastery), thongsa gompa (bhutanes monastery) are some famou place to visit. also make sure to visit the flower market famou for it orchid and love bright flowers.']",https://images.unsplash.com/photo-1636294733820-ac04c70aecc7?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w3MDY2MjB8MHwxfHNlYXJjaHwxfHxLYWxpbXBvbmclMjB0b3VyaXNtfGVufDB8fHx8MTczODk1MTcyOHww&ixlib=rb-4.0.3&q=80&w=1080
Thanjavur,4.4,1-2,"[' also known as tanjor or the citi of temples, thanjavur ha a lot of cultur valu and is known for it famou tanjor paintings, antiqu and handicrafts, textil and sari , it carnat music and music instrument and of cours the temples.', '', ' thanjavur enjoy a rich histor heritag and hold a veri import posit in the mould of ancient as well modern south indian civilization. be of religi importance, thi place is a must for all pilgrims. there are mani religi place in and around the district. siva ganga garden, art gallery, palac & saraswathi mahal library, sangeetha mahal are the main tourist attractions. thi is a place where you can constantli wit the magnific and dynam cultur of the past and present breath life into and live in the everyday, give the area a uniqu and gloriou identity.']",https://images.unsplash.com/photo-1651912425584-9b01af5a27c0?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w3MDY2MjB8MHwxfHNlYXJjaHwxfHxUaGFuamF2dXIlMjB0b3VyaXNtfGVufDB8fHx8MTczODk1MTczMHww&ixlib=rb-4.0.3&q=80&w=1080
Bhubaneswar,4.2,1-2,"[' bhubaneswar, the templ citi of india, onc known for it architectur and grand temples, is present a thrive centr for commerc and business.', '', ' bhubaneshwar is an ancient citi replet with beauti histor templ which attract pilgrim and tourist from all over the country. the name of the citi liter mean lord of the universe, rightli reflect in the number of templ here and the religi fervor of it locals. thi is now a bustl citi where the histori is beauti intertwin with it modern and progress present. bhubaneshwar be the centr for religi tourism ha a number of majest templ built centuri ago which have still retain their origin over all these years. among them the lingaraj templ and the parasurameswara templ are must-visit and attract tourist for all part of the country.']",https://images.unsplash.com/photo-1709534725617-d165a86963a9?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w3MDY2MjB8MHwxfHNlYXJjaHwxfHxCaHViYW5lc3dhciUyMHRvdXJpc218ZW58MHx8fHwxNzM4OTUxNzMxfDA&ixlib=rb-4.0.3&q=80&w=1080
Ajmer,3.8,1-2,"[' surround by aravali ranges, the citi of ajmer is most famou for the ajmer sharif dargah of saint muin-ud-din chishti. thi make ajmer one of the most signific place of islam pilgrimag in the world. locat at a distanc of 130 km from jaipur and 14 km from pushkar in rajasthan, the citi is firmli bound by it tradit and culture. ajmer ha a uniqu charm that lie in the etho and craftsmanship practis over centuries.', '', ' visit ajmer to wit the exquisit mughal architectur set in an aura of spirituality. the citi is also a renown religi spot for jain becaus of golden jain temple. dure the festiv of urs, commemor the death anniversari of saint moinuddin chishti, believ from across the globe throng the city. a lot of travel visit pushkar stop by ajmer and make a day trip. ajmer ha also been select as one of the heritag citi for the hriday (heritag citi develop and augment yojana) scheme of the govern of india.apart from ajmer sharif dargah and the jain temple, there are some other tourist attract in ajmer as well. adhai din ka jhopra, ana sagar lake, foy sagar lake, ajmer govern museum and taragarh fort are some of them. ajmer is also home to mayo college, one of the most prestigi board school in india.']",https://images.unsplash.com/photo-1523980077198-60824a7b2148?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w3MDY2MjB8MHwxfHNlYXJjaHwxfHxBam1lciUyMHRvdXJpc218ZW58MHx8fHwxNzM4OTUxNzMyfDA&ixlib=rb-4.0.3&q=80&w=1080
Aurangabad,3.7,3-4,"[' aurangabad, which wa declar by the govern as the tourism capit of maharashtra back in 2010, is a famou tourist hub which greet it visitor with a richli woven tapestri of sight and sounds. the citi got it name for be the erstwhil capit of mughal emperor aurangzeb in the 17th centuri ad. the town is use as the base to explor the extrem famou cave of ajanta and ellora, daulatabad fort which is renown for it strong defenc systems, mausoleum of aurangzeb and bibi-ka-maqbara famou for it architectur and grishneshwar temple, one of the onli 12 shiva jyotirlinga in india.', '', ' from unesco world heritag site to bustl market brim with delic silk item and exquisit hand-woven garments, aurangabad promis all tourist an excit holiday experience. while the citi is rapidli head toward industri growth and globalisation, it still retain most of it past glory, heritage, charm and traditions.th most famou tourist attract of aurangabad is the ajanta and ellora caves. declar a world heritag site by unesco, the ajanta cave is home to 29 differ caves, all of which showcas buddhist artwork belong to the period rang from 200 b.c to 650 a.d. all paint and sculptur in the cave were construct painstakingli by buddhist monk use onli simpl tool such as chisel and hammers. these paint and sculptur portray a vari rang of stories, start from the jataka tale to intrigu account of ancient nymph and princesses. the ellora caves, a littl distanc away from the ajanta caves, hous a total of 34 cave and ha sculptur and paint depict not one, but three differ religion – hinduism, buddhism and jainism. the sheer divers of the sculptures, the architectur expertise, and the centuri of hard work undertaken by artisan are enough to leav you speechless.th sole remain exampl of mughal architectur in thi part of the country, bibi ka maqbara is a mausoleum dedic to rabia-ul-daurani, wife of mughal emperor aurangzeb. design by the persian architect ustad-ata-ullah, bibi ka maqbara ha a structur similar to that of the taj mahal, with the main structur border by four tower minaret on four sides. the entir build is a sight to behold, and sunris and sunset are resplendent, with the ray of the sun beauti cast the reflect of the mausoleum on the water of the canal in front of the building.aurangabad is also home to templ such as the jyothirlinga grishneshwar templ and the bhadra maruti temple, both of which have legend and myth of their own.siddharth garden is a place that all natur lover will be mesmer by. a landscap garden hous a wide varieti of sculpt tree and shrubs, the siddharth garden is also home to wild creatur such as lions, tigers, leopards, deer, and hyena. sit back on the green lawn of the garden and enjoy a beauti picnic is a veri popular tourist activ here.th erstwhil mughal capit ha retain most of it tradit tughlaq cuisine, with tandoor and kebab be local stapl that you will find at almost everi roadsid eatery.known for it art and crafts, and especi it silk, aurangabad ha plenti of market from where you can buy variou local handicrafts, exot gems, shawls, and of course, the region’ famou paithani silk sarees.']",https://images.unsplash.com/photo-1526931850258-451766834114?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w3MDY2MjB8MHwxfHNlYXJjaHwxfHxBdXJhbmdhYmFkJTIwdG91cmlzbXxlbnwwfHx8fDE3Mzg5NTE3MzR8MA&ixlib=rb-4.0.3&q=80&w=1080
Jammu,4.1,1-2,"[' jammu is the southernmost-part of the union territori of jammu and kashmir which sit proudli on the magnific shivalik mountain ranges. the winter capit of kashmir, jammu is a holi and peac citi known for it majest temples, religi shrines, glitter ""shikhars"", and cultur heritage. sinc it is also the start point to the huge popular vaishno devi templ and amarnath yatra, it is visit by tourist from far and wide. ', '', ' nestl against the backdrop of the snow-cap pir panjal mountains, jammu form part of the transit between the himalayan rang in the north and the dusti plain of punjab in the south. the shivalik hill cut across the area from the east to the west while the river ravi, tawi and chenab cut their way through the region. the citi of temples, jammu hous the famou maha kali templ which is consid second onli to the vaishno devi temple. origin found in 14th centuri bc, the area wa rule over by dogra dynasti in the pre-independ era. buddhist stupa date back to the 2nd centuri ad is pepper throughout jammu, speak volum of it rich heritage.th eccentr of jammu is preval is also preval in it dogra cuisin the crown of which is the scrumptiou wazwan (tradit kashmiri buffet). jammu is truli a melang of pilgrimage, leisure, natur beauti and heritage.']",https://images.unsplash.com/photo-1646204894336-20b4d52a2049?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w3MDY2MjB8MHwxfHNlYXJjaHwxfHxKYW1tdSUyMHRvdXJpc218ZW58MHx8fHwxNzM4OTUxNzQxfDA&ixlib=rb-4.0.3&q=80&w=1080
Dehradun,3.9,1-2,"[' dehradun is the capit citi and the largest citi of uttarakhand. dehradun is locat at an altitud of 1400 feet abov sea level and ha a pleasant climat all year round. locat just 30km from mussoorie, dehradun is known as the gateway to mussoori and rishikesh and haridwar. dehradun is also known as the ""educ hub of uttarakhand"" with some of the country\' prestigi univers and board schools.', '', "" as you would expect from a citi locat in the foothil of the himalayas, dehradun abound in caves, waterfal and natur springs. one such popular spot is robber' cave, which is a natur cave surround by hills. dip your feet in the ice-cold water or walk through it - travel are free to take their pick, make robber' cave one of the most popular picnic spot in the city. anoth popular spot for natur lover is lacchiwala, where you can sit and enjoy a relax sunset around the man-mad lake and the lush greeneri around it. lacchiwala also ha arrang for trek and birdwatch if you'r up for it.""]",https://images.unsplash.com/photo-1708173176426-7ccf24162426?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w3MDY2MjB8MHwxfHNlYXJjaHwxfHxEZWhyYWR1biUyMHRvdXJpc218ZW58MHx8fHwxNzM4OTUxNzQzfDA&ixlib=rb-4.0.3&q=80&w=1080
Puri,4.3,1-2,"[' puri in odisha is one of the four must-visit pilgrimag site for hindu becaus of jagannath templ that form the part of char dham in india. puri is a beach citi locat on the coast of bay of bengal which is one of the favourit among peopl of west bengal for a short trip.', '', ' have gain popular among hippi back in the 1970 due to the legalis of bhang, puri is still a popular destin among backpackers, however, the avail of bhang is now limited. with a plethora of hotel and homestays, the local tourist like to stay near the new marin drive and the backpack prefer to stay near chakra tirtha. the rath yatra (chariot festival) which take place dure the month of june-juli should not be miss if you are plan to visit dure thi time.known as the rest place of lord shiva, the majest histori and heritag of puri date back to the 3rd centuri b. c. puri, konark and bhubaneshwar complet the golden triangl of orissa, with their religi signific and cultur heritag be the centr of tourism in thi state. there are a lot of place near puri that one must visit, like the chilika lake, puri beach, gundicha ghar and the veri famou sun templ of konark. puri is soon turn into an industri hub with major manufactur compani come here. ']",https://images.unsplash.com/photo-1728024167417-959b5a868647?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w3MDY2MjB8MHwxfHNlYXJjaHwxfHxQdXJpJTIwdG91cmlzbXxlbnwwfHx8fDE3Mzg5NTE3NDR8MA&ixlib=rb-4.0.3&q=80&w=1080
Cherrapunji,4.5,1-2,"["" earlier the wettest place on the earth, cherrapunji in meghalaya, also known as sohra, is known for it double-deck live root bridge. locat around 50 km from shillong, thi sub-division town is famou for it rich flora and natur attractions. although mawsynram is now the wettest place on earth, cherrapunji still hold the record for the highest record rainfal in a calendar year. apart from the famou live root bridge, other natur attract includ cave format such as the mawsmai cave and krem phyllut. asia' cleanest village, mawylyngnong is anoth famou tourist spot here, where visitor can live and experi the food and cultur of the village."", '', ' the misti valley and the waterfal in the region make a long drive through cherrapunji ideal for those who love road trips. the breathtak panoram view of the valley and waterfal such as the famou nohkalikai waterfal are wonder experi to be had dure the sunni winter days. for those with a bit of time on their hands, the town of dawki at the border with bangladesh offer a wonder clearwat boat experi in the winter season.']",https://images.unsplash.com/photo-1609137144813-7d9921338f24?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w3MDY2MjB8MHwxfHNlYXJjaHwxfHxDaGVycmFwdW5qaSUyMHRvdXJpc218ZW58MHx8fHwxNzM4OTUxNzQ1fDA&ixlib=rb-4.0.3&q=80&w=1080
Bikaner,4.3,1-2,"[' locat in the midst of thar desert, bikan is a ""cultur paradis and a traveller\' haven"". bikan with it magnific in architecture, art and cultur is fill with colour, festiv and cultur marvels.th citi will mesmer you with the camel saunter the beauti sand dunes, it ancient palac and forts. rightli call as one of the three great desert kingdom of rajasthan, the dazzl citi boast of old-world charm, opul have and depict a pleas bygon era of the rajputs. best known as the ""camel country"" for breed some best-known ride camels, bikan also happen to hous one of the onli two model of the biplan use by the british in world war 1.', '', ' sand dune and the desert safari are among major attractions. bikan is also famou for host the intern camel festiv which draw tourist from the world over. other attract here includ experienc delicaci such as thandai, bhujias, shop for the fascin ivori and lacquer item or simpli wit the immens heritag take the form of wall paint and art and craft in the area.']",https://images.unsplash.com/photo-1622225641765-8c8ef0dcb678?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w3MDY2MjB8MHwxfHNlYXJjaHwxfHxCaWthbmVyJTIwdG91cmlzbXxlbnwwfHx8fDE3Mzg5NTE3NDd8MA&ixlib=rb-4.0.3&q=80&w=1080
Shimoga (Shivamogga),4.4,1-2,"["" with natur in it full bloom, the town of shimoga ha been home to sever great dynasti and kingdoms. pack with sever marvel of natur in the form of picturesqu landscape, gorgeou waterfalls, mystic templ and lush green surroundings, it raw beauti will leav you absolut enchanted. the main citi of shimoga district deriv it name from the word 'shiv-mukha' impli 'face of lord shiva'."", '', ' bless with sway palm and verdant paddi fields, the place ha earn itself a nicknam of rice bowl as well as the breadbasket of karnataka. the four river name sharavathi, kumudavath, tungabhadra and varada make their way into the city, ad mystic charm to the region. pleasant weather, beauti roll hills, a profus of areca nut and an endless list of attract ha made thi place a must for enthusiast vacat makers.']",https://images.unsplash.com/photo-1609137144813-7d9921338f24?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w3MDY2MjB8MHwxfHNlYXJjaHwxfHxTaGltb2dhJTIwJTI4U2hpdmFtb2dnYSUyOSUyMHRvdXJpc218ZW58MHx8fHwxNzM4OTUxNzUyfDA&ixlib=rb-4.0.3&q=80&w=1080
Hogenakkal,4.0,1,"[' hogenakk is a waterfal locat in dharmapuri district of tamil nadu where the kaveri river split into multipl stream of waterfalls. locat at a distanc of 180 km from bangalore, hogenakk ha water throughout the year. the carbonit rocks, the coracl (basket boat) rides, freshwat fish, oil massag by local make it a perfect one day trip or a weekend getaway from bangalore.', '', ' sometim refer to as the ""niagara fall of india,"" it is also known for the medicin baths. also known at marikottayam, hoge actual mean smoke and kal mean rock. recently, the place ha been found to be litter with plastic bag and garbag and the fish market outsid the waterfal might stink. weekend can be crowded. keep all these point in mind befor visiting.']",https://images.unsplash.com/photo-1592927946945-c98511f87bcc?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w3MDY2MjB8MHwxfHNlYXJjaHwxfHxIb2dlbmFra2FsJTIwdG91cmlzbXxlbnwwfHx8fDE3Mzg5NTE3NTR8MA&ixlib=rb-4.0.3&q=80&w=1080
